Date;Catégorie d'appareil;Continent;Pays;Utilisateurs;Sessions;Pages vues;Chiffre d'affaires;Transactions;Taux de rebond
20190123;mobile;Europe;Sweden;19 138;22 516;31 272;3 253;352;75%
20190123;tablet;Asia;Japan;13 494;20 760;28 834;29 608;149;73%
20190123;mobile;Europe;Belgium;70 088;78 750;99 684;19 573;76;22%
20190123;mobile;Europe;Switzerland;51 478;71 498;89 372;44 210;859;81%
20190123;mobile;Europe;Russia;62 898;74 878;93 598;39 768;387;58%
20190123;tablet;Asia;India;28 273;53 345;83 351;16 494;747;42%
20190123;tablet;Europe;United Kingdom;8 979;14 964;20 222;31 190;116;76%
20190123;desktop;Oceania;New Zealand;40 532;54 042;84 441;7 960;42;70%
20190123;mobile;Asia;China;3 057;5 769;8 610;31 282;378;23%
20190123;mobile;Europe;Poland;70 251;73 948;89 094;27 063;325;55%
20190123;tablet;Asia;China;28 072;45 277;54 551;8 260;325;58%
20190123;tablet;Europe;Germany;6 769;12 535;13 195;43 605;522;36%
20190123;tablet;Europe;Sweden;63 036;88 783;96 503;25 889;220;44%
20190123;desktop;Europe;United Kingdom;36 391;66 166;87 061;11 154;924;17%
20190123;desktop;Asia;India;39 706;49 633;65 306;14 249;212;11%
20190123;desktop;Europe;France;40 713;52 197;67 788;37 185;809;46%
20190123;desktop;Asia;South Korea;21 274;26 593;32 831;13 565;898;11%
20190123;desktop;Asia;Japan;29 373;54 395;78 833;40 271;129;25%
20190123;desktop;Europe;Spain;26 762;41 173;49 606;43 369;458;76%
20190123;desktop;Europe;Germany;40 862;60 091;89 688;32 448;754;32%
20190123;desktop;Oceania;Australia;13 032;22 862;27 881;12 673;614;54%
20190123;mobile;Asia;India;34 661;36 485;57 913;3 261;973;33%
20190123;mobile;Europe;United Kingdom;38 126;74 756;97 086;14 653;385;63%
20190123;desktop;Europe;Italy;45 771;66 335;90 870;14 530;619;62%
20190123;desktop;Europe;Russia;31 180;35 839;40 269;44 831;490;66%
20190123;desktop;Europe;Poland;25 344;49 694;69 992;15 636;844;11%
20190123;mobile;Asia;Japan;38 205;62 632;82 410;26 998;875;69%
20190123;desktop;Asia;China;42 746;68 945;88 391;39 911;71;15%
20190123;mobile;Oceania;Australia;31 433;40 299;61 059;14 323;317;67%
20190123;mobile;Europe;Germany;39 011;78 022;84 807;46 622;804;45%
20190123;desktop;Asia;Indonesia;18 587;21 613;27 016;797;721;79%
20190123;mobile;Europe;France;1 061;1 861;3 102;28 998;918;80%
20190123;desktop;Europe;Switzerland;34 642;46 190;61 586;16 273;907;12%
20190123;desktop;Europe;Portugal;15 675;29 028;44 658;15 491;101;80%
20190123;desktop;Europe;Sweden;30 745;43 921;53 562;19 209;442;43%
20190123;mobile;Asia;Indonesia;18 552;19 528;23 248;47 532;362;55%
20190123;mobile;Asia;South Korea;11 304;12 025;14 665;22 825;454;24%
20190123;mobile;Europe;Spain;21 206;35 343;37 203;2 639;529;70%
20190123;desktop;Americas;United States;16 811;18 679;27 469;31 536;646;17%
20190123;mobile;Americas;United States;24 061;32 515;43 939;44 200;817;76%
20190123;desktop;Americas;Canada;38 083;66 812;99 720;26 897;522;40%
20190123;mobile;Americas;Canada;30 485;33 500;36 021;14 462;70;22%
20190123;tablet;Americas;United States;41 166;58 809;80 560;37 207;930;19%
20190123;desktop;Americas;Brazil;14 514;15 440;19 300;39 850;278;53%
20190123;desktop;Americas;Mexico;1 604;1 865;2 027;17 852;282;39%
20190123;mobile;Americas;Mexico;29 556;56 839;70 171;18 768;279;56%
20190123;desktop;Americas;Colombia;28 231;36 664;60 105;14 533;314;39%
20190123;desktop;Africa;Egypt;43 869;68 545;79 703;6 720;233;81%
20190123;desktop;Americas;Argentina;36 734;54 826;67 687;41 544;357;39%
20190123;tablet;Americas;Canada;106;192;287;24 272;354;45%
20190123;mobile;Africa;Nigeria;12 368;16 273;19 145;33 424;798;56%
20190123;mobile;Americas;Brazil;22 841;29 284;36 153;36 895;141;85%
20190123;desktop;Africa;Nigeria;33 458;64 342;67 728;14 610;829;62%
20190123;desktop;Africa;South Africa;39 023;63 973;74 387;30 397;209;23%
20190123;mobile;Americas;Argentina;54 588;63 474;99 178;5 820;159;73%
20190123;mobile;Africa;Morocco;47 331;55 036;80 935;32 987;452;66%
20190123;mobile;Africa;South Africa;34 662;48 820;61 025;37 990;599;74%
20190123;tablet;Africa;South Africa;33 120;53 419;56 231;12 337;796;23%
20190123;tablet;Americas;Brazil;8 024;10 992;17 447;9 403;458;81%
20190123;tablet;Americas;Mexico;37 239;44 332;56 117;1 630;734;81%
20190124;mobile;Europe;Italy;46 707;86 495;98 290;39 731;76;75%
20190124;mobile;Europe;Poland;40 223;63 845;81 853;27 485;190;69%
20190124;tablet;Europe;United Kingdom;957;1 052;1 670;48 667;829;17%
20190124;mobile;Oceania;New Zealand;11 634;12 785;18 529;30 730;171;17%
20190124;mobile;Asia;South Korea;36 769;42 755;47 505;30 592;529;68%
20190124;mobile;Europe;Spain;22 835;43 085;55 954;28 176;64;33%
20190124;mobile;Europe;Finland;46 917;53 315;72 047;33 770;157;73%
20190124;desktop;Oceania;New Zealand;7 296;13 266;17 008;26 066;97;41%
20190124;desktop;Europe;Portugal;5 888;7 646;8 789;36 709;508;38%
20190124;mobile;Europe;Belgium;24 816;34 466;40 077;5 929;543;41%
20190124;tablet;Oceania;Australia;19 757;29 489;33 895;15 204;129;42%
20190124;tablet;Asia;India;2 448;4 080;5 666;9 188;867;38%
20190124;tablet;Asia;Japan;42 118;56 157;71 996;17 648;133;75%
20190124;desktop;Asia;India;18 315;29 541;38 365;27 610;184;34%
20190124;desktop;Europe;United Kingdom;52 196;86 993;91 572;4 632;411;70%
20190124;desktop;Asia;Japan;42 373;44 603;46 951;3 905;149;51%
20190124;mobile;Asia;India;40 727;66 766;99 651;3 490;1 000;84%
20190124;desktop;Asia;South Korea;2 656;3 450;4 367;12 711;163;80%
20190124;mobile;Europe;United Kingdom;23 576;29 843;36 394;14 725;996;27%
20190124;desktop;Oceania;Australia;10 075;15 038;18 565;2 705;799;41%
20190124;desktop;Europe;Russia;34 337;41 370;67 819;5 736;455;29%
20190124;desktop;Europe;Germany;46 176;71 040;79 820;27 274;237;38%
20190124;desktop;Europe;France;30 605;40 807;44 355;43 516;552;82%
20190124;desktop;Europe;Poland;15 750;23 162;32 169;46 770;967;78%
20190124;desktop;Europe;Italy;9 698;19 397;20 635;49 450;910;57%
20190124;desktop;Europe;Spain;5 642;7 052;11 754;14 044;264;79%
20190124;mobile;Asia;Japan;12 190;19 047;21 163;14 025;254;28%
20190124;mobile;Europe;France;52 664;62 695;67 414;4 180;296;51%
20190124;mobile;Oceania;Australia;16 990;33 979;49 245;41 922;353;48%
20190124;desktop;Europe;Sweden;28 374;32 614;51 768;12 250;417;29%
20190124;mobile;Europe;Germany;24 940;28 341;34 562;14 183;522;75%
20190124;desktop;Asia;Indonesia;560;728;933;2 306;588;26%
20190124;desktop;Europe;Belgium;5 803;7 077;11 602;45 505;521;66%
20190124;desktop;Europe;Switzerland;20 246;25 957;34 609;37 166;322;17%
20190124;desktop;Europe;Finland;12 702;17 399;28 999;36 256;533;31%
20190124;mobile;Europe;Sweden;37 511;53 587;60 210;2 531;978;34%
20190124;desktop;Asia;China;5 736;10 622;12 071;34 256;177;27%
20190124;mobile;Asia;Indonesia;43 171;60 804;93 545;38 460;477;59%
20190124;mobile;Europe;Russia;9 982;13 489;21 076;49 743;658;55%
20190124;desktop;Americas;United States;21 836;33 594;37 327;1 487;20;29%
20190124;mobile;Americas;United States;68 048;89 537;96 276;31 887;688;26%
20190124;desktop;Americas;Canada;9 209;12 117;19 544;16 317;625;46%
20190124;tablet;Americas;United States;17 213;27 323;44 069;1 997;632;75%
20190124;desktop;Americas;Brazil;20 745;37 718;39 703;12 157;413;81%
20190124;mobile;Americas;Canada;33 880;61 600;91 941;14 681;895;65%
20190124;desktop;Americas;Mexico;26 946;40 217;60 026;28 698;405;53%
20190124;mobile;Americas;Mexico;15 529;22 837;28 194;24 290;818;40%
20190124;tablet;Americas;Canada;13 358;23 435;33 479;6 591;103;34%
20190124;desktop;Americas;Argentina;26 226;31 221;38 545;28 062;229;80%
20190124;mobile;Americas;Brazil;14 707;18 856;30 911;26 665;159;39%
20190124;desktop;Africa;Morocco;10 268;10 923;14 186;43 687;339;72%
20190124;desktop;Africa;South Africa;31 897;40 894;59 267;36 219;239;83%
20190124;desktop;Americas;Colombia;52 576;61 854;80 330;17 531;362;55%
20190124;mobile;Africa;Morocco;29 307;52 334;65 417;39 424;632;14%
20190124;mobile;Americas;Argentina;38 092;54 417;72 556;26 497;156;78%
20190124;desktop;Africa;Algeria;12 662;19 481;26 325;1 540;158;22%
20190124;mobile;Africa;Kenya;56 772;68 401;73 549;7 003;673;36%
20190124;mobile;Africa;South Africa;24 236;31 476;33 485;8 527;280;58%
20190124;tablet;Africa;South Africa;23 685;27 224;31 292;34 145;960;25%
20190125;desktop;Europe;Belgium;507;956;1 242;18 386;457;16%
20190125;desktop;Europe;Switzerland;17 967;21 389;23 766;45 561;499;42%
20190125;mobile;Europe;France;24 205;27 197;38 305;12 722;747;71%
20190125;mobile;Europe;Russia;23 609;43 721;55 343;22 626;841;48%
20190125;tablet;Oceania;Australia;19 503;33 625;40 030;49 677;480;43%
20190125;desktop;Asia;Indonesia;37 697;62 828;96 658;23 451;625;50%
20190125;tablet;Asia;India;19 044;26 087;40 134;35 169;309;26%
20190125;tablet;Asia;Japan;21 533;39 876;57 791;13 864;761;85%
20190125;tablet;Europe;Germany;6 584;13 167;17 325;45 140;485;84%
20190125;desktop;Oceania;New Zealand;13 020;23 672;36 419;25 441;994;39%
20190125;desktop;Europe;Finland;31 119;35 769;45 277;37 826;456;36%
20190125;mobile;Europe;Belgium;30 031;49 231;55 944;23 862;16;44%
20190125;mobile;Europe;Finland;23 253;25 553;41 214;44 762;836;76%
20190125;tablet;Europe;United Kingdom;13 026;17 602;22 860;15 809;117;64%
20190125;tablet;Europe;Italy;1 364;2 435;2 970;40 007;979;21%
20190125;tablet;Europe;Portugal;51 252;53 950;56 789;8 191;759;67%
20190125;tablet;Europe;Sweden;39 062;71 021;80 706;17 949;38;42%
20190125;desktop;Europe;United Kingdom;60 714;74 956;86 156;103;173;78%
20190125;desktop;Asia;India;29 782;38 678;59 505;27 398;17;29%
20190125;mobile;Asia;India;4 457;7 075;9 965;1 678;946;50%
20190125;desktop;Europe;Italy;7 695;10 259;14 054;31 037;438;26%
20190125;desktop;Asia;Japan;55 760;67 181;93 307;9 123;964;14%
20190125;mobile;Europe;United Kingdom;54 007;67 508;97 838;22 897;607;84%
20190125;mobile;Asia;Japan;31 382;50 617;55 018;24 367;773;41%
20190125;desktop;Europe;Spain;13 171;24 851;40 082;49 812;679;54%
20190125;desktop;Europe;Germany;19 797;26 048;39 467;36 510;377;13%
20190125;desktop;Europe;Portugal;4 173;5 717;8 167;9 659;670;47%
20190125;desktop;Europe;France;42 341;58 807;71 716;20 387;813;43%
20190125;desktop;Europe;Poland;2 466;3 083;3 585;19 925;923;39%
20190125;mobile;Europe;Germany;14 873;20 375;23 970;33 161;824;26%
20190125;mobile;Oceania;Australia;43 555;58 073;62 444;8 739;619;18%
20190125;desktop;Asia;South Korea;55 813;71 555;85 185;22 795;266;57%
20190125;desktop;Oceania;Australia;12 951;21 231;27 573;24 850;73;83%
20190125;mobile;Asia;Indonesia;15 404;30 807;33 126;31 778;275;17%
20190125;mobile;Europe;Poland;7 021;13 766;21 509;47 339;838;33%
20190125;desktop;Asia;China;1 493;2 407;2 972;43 082;336;14%
20190125;desktop;Europe;Russia;6 830;8 756;13 471;33 986;209;55%
20190125;desktop;Europe;Sweden;33 020;58 964;98 273;37 489;582;26%
20190125;mobile;Europe;Italy;9 983;18 835;29 430;47 791;159;54%
20190125;mobile;Asia;South Korea;13 434;15 095;17 350;20 943;24;81%
20190125;mobile;Europe;Spain;43 915;81 324;87 445;24 684;523;41%
20190125;mobile;Europe;Sweden;46 883;64 223;81 295;40 484;674;76%
20190125;desktop;Americas;United States;36 114;41 038;62 179;39 507;277;75%
20190125;mobile;Americas;United States;30 368;40 491;62 294;10 284;96;39%
20190125;desktop;Americas;Canada;42 168;51 425;72 429;42 252;584;75%
20190125;tablet;Americas;United States;57 943;65 844;70 047;25 840;546;11%
20190125;mobile;Americas;Canada;4 185;7 750;10 197;38 896;767;19%
20190125;desktop;Americas;Brazil;28 367;52 532;57 727;49 253;314;42%
20190125;desktop;Americas;Mexico;1 917;3 364;5 097;10 936;603;19%
20190125;desktop;Americas;Argentina;894;1 192;1 282;20 064;322;38%
20190125;desktop;Americas;Colombia;7 837;9 676;10 185;4 338;112;16%
20190125;mobile;Americas;Brazil;20 110;27 548;45 161;19 060;367;35%
20190125;desktop;Africa;Morocco;55 737;62 626;89 465;33 692;667;79%
20190125;desktop;Africa;Algeria;71 478;80 312;88 255;21 907;38;61%
20190125;desktop;Africa;South Africa;31 813;57 842;69 689;48 607;325;34%
20190125;mobile;Africa;Kenya;26 161;37 914;61 152;21 976;676;30%
20190125;mobile;Americas;Mexico;16 794;27 087;42 996;26 325;410;34%
20190125;tablet;Americas;Canada;8 596;9 344;11 680;23 923;473;13%
20190125;desktop;Africa;Egypt;50 868;77 073;86 599;33 601;421;29%
20190125;desktop;Africa;Kenya;9 761;13 557;14 270;20 429;382;37%
20190125;desktop;Africa;Nigeria;10 645;12 825;15 640;3 473;63;53%
20190125;mobile;Africa;Morocco;24 900;37 728;60 851;17 592;796;62%
20190125;mobile;Africa;South Africa;49 316;55 411;80 306;723;711;39%
20190125;tablet;Americas;Colombia;11 427;13 768;16 997;12 672;291;43%
20190126;desktop;Europe;Russia;27 577;29 028;31 213;11 913;66;43%
20190126;mobile;Europe;Poland;42 214;52 768;85 109;36 769;928;73%
20190126;tablet;Europe;Germany;29 033;56 928;65 434;38 287;722;35%
20190126;mobile;Oceania;New Zealand;30 571;32 872;51 363;19 481;174;59%
20190126;mobile;Europe;France;16 661;24 146;33 536;38 658;746;66%
20190126;mobile;Europe;Russia;1 978;2 867;3 874;41 995;619;76%
20190126;tablet;Asia;India;53 849;86 853;93 390;26 361;843;35%
20190126;tablet;Europe;United Kingdom;26 524;40 188;47 843;3 298;126;69%
20190126;tablet;Europe;Russia;33 112;62 475;84 426;42 777;594;27%
20190126;desktop;Europe;Switzerland;21 280;34 885;47 787;30 103;298;68%
20190126;desktop;Europe;Sweden;18 785;27 225;37 813;44 807;583;29%
20190126;mobile;Asia;China;22 151;36 919;41 482;44 319;791;78%
20190126;mobile;Asia;South Korea;36 107;61 198;88 693;36 763;759;67%
20190126;mobile;Europe;Switzerland;38 464;42 268;49 149;5 868;615;70%
20190126;tablet;Oceania;Australia;29 770;51 328;60 386;26 837;533;84%
20190126;tablet;Europe;Switzerland;8 889;11 111;12 077;19 164;938;22%
20190126;tablet;Europe;Spain;61 732;70 150;97 430;11 933;14;33%
20190126;tablet;Europe;France;39 907;57 009;66 290;29 009;736;85%
20190126;tablet;Europe;Sweden;7 873;11 578;19 297;28 634;145;59%
20190126;mobile;Asia;India;58 032;68 273;91 031;42 576;407;63%
20190126;desktop;Asia;India;32 977;37 905;61 137;1 214;797;43%
20190126;mobile;Europe;United Kingdom;72 894;83 786;95 211;19 950;393;38%
20190126;desktop;Europe;United Kingdom;1 750;2 574;2 892;13 339;753;12%
20190126;desktop;Europe;Spain;36 864;50 499;62 344;25 641;33;51%
20190126;desktop;Asia;Japan;56 844;61 122;64 339;47 965;812;31%
20190126;mobile;Europe;Germany;46 809;66 869;87 986;33 122;456;24%
20190126;desktop;Oceania;Australia;1 166;1 295;1 439;5 666;255;59%
20190126;desktop;Asia;South Korea;25 749;43 642;53 222;28 751;310;23%
20190126;desktop;Europe;Germany;23 120;27 856;36 652;1 502;152;28%
20190126;desktop;Europe;Portugal;51 337;75 495;85 790;25 616;507;46%
20190126;mobile;Asia;Japan;56 319;65 487;81 859;10 161;627;29%
20190126;desktop;Europe;France;32 427;45 672;68 167;46 489;984;63%
20190126;mobile;Oceania;Australia;24 507;36 039;37 936;48 854;672;83%
20190126;mobile;Europe;Italy;50 417;88 451;99 383;3 084;562;18%
20190126;desktop;Europe;Italy;27 126;35 229;53 377;36 454;293;57%
20190126;mobile;Asia;Indonesia;8 608;11 956;19 927;33 608;269;49%
20190126;desktop;Asia;Indonesia;7 661;8 706;12 994;40 552;49;85%
20190126;tablet;Asia;Japan;31 853;50 560;64 821;43 706;722;71%
20190126;desktop;Oceania;New Zealand;13 124;16 005;17 210;2 867;255;16%
20190126;desktop;Asia;China;12 913;18 990;22 081;42 104;287;71%
20190126;desktop;Europe;Belgium;32 354;51 355;54 633;29 540;602;75%
20190126;desktop;Europe;Poland;23 338;45 761;50 287;12 575;74;48%
20190126;mobile;Europe;Spain;14 413;15 171;18 730;48 723;203;24%
20190126;mobile;Europe;Sweden;11 940;15 308;16 285;41 406;607;15%
20190126;desktop;Americas;United States;54 540;60 600;81 892;27 017;463;66%
20190126;mobile;Americas;United States;28 411;41 176;65 358;26 956;873;17%
20190126;desktop;Americas;Canada;15 335;30 670;47 185;20 928;338;84%
20190126;tablet;Americas;United States;44 330;46 663;52 430;3 916;907;75%
20190126;mobile;Americas;Canada;40 996;61 187;75 540;41 783;520;20%
20190126;desktop;Americas;Mexico;36 181;68 267;82 249;6 725;692;71%
20190126;desktop;Americas;Brazil;29 763;36 744;48 992;43 829;753;30%
20190126;desktop;Africa;South Africa;17 446;25 284;35 116;14 649;597;56%
20190126;tablet;Americas;Canada;35 333;45 299;68 635;22 156;186;63%
20190126;desktop;Americas;Colombia;43 569;48 410;64 546;18 261;687;77%
20190126;mobile;Americas;Mexico;66 237;81 774;88 885;38 013;194;66%
20190126;desktop;Africa;Algeria;29 571;55 795;64 878;41 342;337;54%
20190126;mobile;Africa;South Africa;23 702;34 856;55 327;9 391;736;27%
20190126;desktop;Africa;Morocco;21 462;29 400;42 609;35 564;141;32%
20190126;desktop;Africa;Nigeria;6 665;8 128;13 547;6 724;352;75%
20190126;desktop;Americas;Argentina;40 771;48 537;57 102;32 659;684;29%
20190126;mobile;Africa;Egypt;44 711;50 808;56 453;21 226;242;73%
20190126;mobile;Africa;Morocco;6 301;11 888;16 983;9 949;435;62%
20190126;mobile;Americas;Brazil;47 882;57 689;91 570;2 060;619;62%
20190127;desktop;Asia;Indonesia;15 960;24 553;39 602;45 925;388;34%
20190127;desktop;Europe;Sweden;48 436;76 882;84 486;29 458;688;58%
20190127;mobile;Europe;Switzerland;11 891;12 517;13 176;9 643;234;76%
20190127;mobile;Europe;Russia;53 707;70 667;90 599;22 410;825;17%
20190127;desktop;Europe;Belgium;16 114;24 791;38 736;10 909;130;16%
20190127;mobile;Europe;Italy;527;775;1 062;46 849;823;51%
20190127;tablet;Asia;India;37 345;73 226;84 168;22 720;579;51%
20190127;desktop;Europe;Portugal;11 536;18 912;26 636;18 789;749;77%
20190127;mobile;Asia;South Korea;33 342;46 961;64 330;26 986;637;69%
20190127;mobile;Europe;Poland;72 037;83 763;88 172;6 453;511;58%
20190127;mobile;Europe;Portugal;31 656;35 569;59 281;49 527;528;32%
20190127;tablet;Asia;South Korea;21 818;38 961;61 843;49 921;100;69%
20190127;tablet;Europe;Spain;41 467;47 122;63 678;13 810;279;23%
20190127;tablet;Europe;Finland;24 378;47 800;56 905;49 737;786;51%
20190127;tablet;Europe;United Kingdom;34 267;55 269;68 233;30 821;755;62%
20190127;tablet;Europe;Italy;20 254;34 920;40 605;15 839;384;65%
20190127;tablet;Europe;Portugal;10 186;11 445;14 487;15 331;929;36%
20190127;desktop;Asia;India;7 032;9 016;12 021;10 500;97;24%
20190127;mobile;Asia;India;9 625;10 577;16 025;9 252;823;44%
20190127;desktop;Asia;South Korea;28 703;30 863;37 638;12 991;520;27%
20190127;mobile;Europe;United Kingdom;23 796;38 380;52 576;549;667;53%
20190127;desktop;Asia;Japan;18 195;35 677;48 212;2 834;600;31%
20190127;mobile;Europe;Germany;65 336;69 506;97 896;46 521;58;63%
20190127;desktop;Europe;Germany;42 498;69 670;76 560;19 326;65;75%
20190127;desktop;Europe;United Kingdom;35 159;48 163;62 549;39 764;66;20%
20190127;desktop;Europe;Italy;36 998;56 921;84 956;37 868;66;56%
20190127;desktop;Europe;Poland;21 853;24 014;40 023;26 775;924;85%
20190127;desktop;Oceania;Australia;36 929;56 813;63 835;21 094;186;63%
20190127;mobile;Oceania;Australia;5 305;6 392;9 003;19 344;21;76%
20190127;desktop;Europe;France;43 992;73 319;99 080;12 192;841;60%
20190127;mobile;Asia;Japan;21 632;40 060;42 168;14 665;411;33%
20190127;mobile;Oceania;New Zealand;17 133;26 770;37 180;32 227;148;72%
20190127;mobile;Asia;Indonesia;18 701;20 109;31 420;49 166;119;35%
20190127;mobile;Europe;France;54 154;64 469;85 959;16 648;477;43%
20190127;tablet;Europe;Germany;30 757;53 030;72 644;20 912;460;36%
20190127;desktop;Asia;China;44 553;47 396;67 709;44 455;107;10%
20190127;desktop;Europe;Spain;7 317;10 453;14 125;7 700;275;45%
20190127;mobile;Europe;Belgium;60 925;66 223;76 118;40 703;749;13%
20190127;mobile;Europe;Spain;26 748;28 761;43 578;34 339;37;22%
20190127;desktop;Oceania;New Zealand;3 947;4 589;5 809;35 423;682;21%
20190127;desktop;Europe;Russia;20 214;34 262;53 534;35 701;789;33%
20190127;mobile;Europe;Sweden;54 971;59 109;93 824;12 256;506;78%
20190127;desktop;Americas;United States;47 514;65 992;97 047;20 110;60;72%
20190127;mobile;Americas;United States;21 251;28 334;35 418;2 987;578;52%
20190127;desktop;Americas;Canada;388;658;982;43 235;141;41%
20190127;mobile;Americas;Canada;32 384;56 814;75 752;20 295;886;35%
20190127;tablet;Americas;United States;3 901;6 502;10 003;13 533;785;46%
20190127;desktop;Americas;Brazil;8 593;14 087;22 011;16 815;622;43%
20190127;desktop;Americas;Colombia;22 234;31 315;37 729;9 572;286;49%
20190127;tablet;Americas;Canada;53 769;63 257;70 286;31 391;878;69%
20190127;desktop;Africa;South Africa;15 971;29 037;38 207;10 993;231;70%
20190127;mobile;Americas;Mexico;12 328;13 851;16 106;6 012;274;13%
20190127;desktop;Americas;Mexico;2 400;3 529;4 104;26 090;556;38%
20190127;mobile;Africa;South Africa;885;941;1 148;30 361;631;81%
20190127;mobile;Americas;Brazil;28 353;53 496;67 716;2 614;889;18%
20190127;desktop;Africa;Kenya;33 965;42 456;51 152;32 659;472;84%
20190127;desktop;Americas;Argentina;40 207;46 752;65 848;23 423;730;15%
20190127;mobile;Africa;Morocco;19 716;27 008;29 357;48 756;514;60%
20190127;mobile;Africa;Nigeria;25 229;26 840;28 860;12 520;475;38%
20190127;mobile;Americas;Argentina;21 070;26 012;41 289;44 755;610;79%
20190127;desktop;Africa;Egypt;7 982;15 964;18 349;1 046;926;58%
20190127;mobile;Americas;Colombia;34 052;38 695;42 522;25 220;159;71%
20190128;desktop;Asia;Indonesia;17 209;20 487;21 565;20 014;977;49%
20190128;mobile;Europe;Sweden;59 541;66 900;80 602;20 403;628;12%
20190128;tablet;Oceania;Australia;28 258;48 721;58 001;40 331;102;21%
20190128;tablet;Asia;India;75 490;82 956;90 170;10 111;961;26%
20190128;mobile;Oceania;New Zealand;14 480;25 857;35 421;42 827;831;11%
20190128;mobile;Europe;Poland;4 763;9 160;11 171;6 987;762;18%
20190128;mobile;Europe;Russia;50 892;70 683;82 190;32 804;259;16%
20190128;tablet;Europe;Switzerland;30 568;37 278;52 504;26 151;554;35%
20190128;tablet;Europe;Germany;40 269;52 297;72 635;48 293;769;84%
20190128;tablet;Europe;United Kingdom;36 674;67 914;78 970;39 080;921;73%
20190128;mobile;Asia;South Korea;5 571;8 705;10 881;45 328;513;72%
20190128;mobile;Europe;Switzerland;48 477;67 330;99 014;20 184;446;23%
20190128;mobile;Europe;Spain;19 829;33 608;40 010;40 927;872;16%
20190128;tablet;Oceania;New Zealand;34 981;64 780;93 884;5 723;735;57%
20190128;tablet;Asia;Indonesia;2 632;3 374;4 622;2 111;322;45%
20190128;tablet;Europe;Belgium;51 813;68 175;92 129;29 538;797;50%
20190128;tablet;Europe;France;12 370;19 636;20 889;43 312;993;64%
20190128;desktop;Europe;United Kingdom;20 169;35 384;49 837;29 655;441;36%
20190128;desktop;Asia;India;35 813;65 115;78 452;3 871;803;79%
20190128;mobile;Asia;India;25 431;28 256;39 245;3 740;834;28%
20190128;desktop;Europe;France;25 399;33 866;39 842;495;769;67%
20190128;desktop;Europe;Spain;19 630;26 891;44 818;33 543;404;45%
20190128;desktop;Europe;Italy;13 253;22 849;27 865;25 517;242;71%
20190128;desktop;Asia;Japan;21 839;23 483;30 497;33 159;659;31%
20190128;mobile;Europe;United Kingdom;31 145;48 664;57 252;32 948;494;75%
20190128;desktop;Europe;Germany;46 151;56 282;79 270;1 611;917;75%
20190128;desktop;Europe;Sweden;35 619;54 799;62 987;19 215;302;84%
20190128;desktop;Europe;Poland;22 494;25 855;39 174;21 194;929;66%
20190128;mobile;Europe;Germany;4 616;5 995;7 401;4 375;26;75%
20190128;desktop;Oceania;Australia;20 922;32 690;41 380;30 662;266;78%
20190128;mobile;Europe;Italy;42 823;48 662;64 029;30 177;343;67%
20190128;mobile;Oceania;Australia;24 196;30 245;40 326;49 591;949;13%
20190128;desktop;Asia;South Korea;5 767;7 901;11 792;18 734;252;48%
20190128;desktop;Europe;Switzerland;45 511;48 937;59 679;46 198;916;19%
20190128;desktop;Europe;Portugal;37 778;45 515;65 022;43 781;193;46%
20190128;desktop;Europe;Russia;32 306;43 074;71 790;42 116;184;59%
20190128;mobile;Asia;Indonesia;56 872;70 212;88 876;19 082;17;28%
20190128;desktop;Asia;China;8 299;9 880;10 857;42 789;380;73%
20190128;mobile;Asia;Japan;5 502;7 435;12 392;47 766;789;43%
20190128;desktop;Europe;Belgium;17 034;21 029;27 311;5 977;96;36%
20190128;mobile;Europe;France;19 242;32 070;42 198;27 508;595;61%
20190128;desktop;Oceania;New Zealand;56 366;60 609;87 839;11 415;186;55%
20190128;mobile;Asia;China;13 227;16 130;23 377;7 083;932;42%
20190128;desktop;Americas;United States;9 024;10 027;14 965;4 584;10;40%
20190128;mobile;Americas;United States;14 246;20 950;23 278;22 342;339;82%
20190128;desktop;Americas;Canada;5 401;7 201;8 472;5 515;982;30%
20190128;tablet;Americas;United States;12 188;14 510;21 029;21 205;798;60%
20190128;desktop;Americas;Brazil;35 751;52 575;63 343;32 605;950;28%
20190128;mobile;Americas;Canada;40 261;50 964;62 151;43 932;696;69%
20190128;desktop;Americas;Colombia;17 325;25 859;39 180;16 641;369;68%
20190128;desktop;Americas;Mexico;13 414;23 533;36 770;38 264;676;71%
20190128;mobile;Americas;Colombia;44 013;48 366;52 006;2 160;615;62%
20190128;mobile;Americas;Mexico;30 350;35 706;49 591;8 777;65;16%
20190128;desktop;Africa;Morocco;30 421;55 311;85 094;37 567;378;62%
20190128;desktop;Americas;Argentina;45 859;61 145;75 488;1 032;439;12%
20190128;desktop;Africa;Algeria;41 739;60 491;80 655;3 833;495;79%
20190128;mobile;Africa;Egypt;15 991;18 813;22 943;41 102;585;17%
20190128;mobile;Africa;Morocco;25 810;50 608;70 289;18 542;702;16%
20190128;desktop;Africa;Kenya;19 406;31 300;36 824;41 063;143;45%
20190128;desktop;Africa;South Africa;16 172;20 471;31 016;26 037;830;32%
20190128;mobile;Americas;Brazil;57 338;60 356;68 586;8 154;969;59%
20190128;tablet;Americas;Mexico;56 933;72 067;86 828;25 340;306;19%
20190129;desktop;Europe;Belgium;3 832;4 355;6 598;20 140;445;28%
20190129;desktop;Europe;Portugal;23 097;40 521;59 590;41 244;592;77%
